sample	Ng_complex	Ng_branch	Ng_bisect	Ng_coreFuc	Ng_sia
GTEX-13YAN-1926-SM-7EPH9	-0.420404428142095	-0.420404428142095	-0.997013520633664	-0.676094113138061	-0.420404428142095
GTEX-13YAN-2026-SM-5Q5EY	-0.586319820073195	-0.586319820073195	-0.586319820073195	-0.586319820073195	-0.586319820073195
GTEX-13YAN-2126-SM-5Q5C4	-0.732790902563368	-0.732790902563368	-0.826073708811328	-0.732790902563368	-1.00027883337336
GTEX-1445S-0011-R10a-SM-5PNWB	-1.99802684711059	-1.99802684711059	-1.99802684711059	-1.99802684711059	-1.99802684711059
GTEX-1445S-0011-R2b-SM-5PNUH	-1.91895419699917	-1.91895419699917	-1.91895419699917	-1.91895419699917	-1.91895419699917
GTEX-1445S-0011-R3a-SM-5P9HY	-2.0883893669238	-2.0883893669238	-2.0883893669238	-2.0883893669238	-2.0883893669238
GTEX-1445S-0011-R4a-SM-5PNWN	-2.34984492602125	-2.34984492602125	-2.34984492602125	-2.34984492602125	-2.34984492602125
GTEX-1445S-0011-R5a-SM-5PNUS	-1.99393347207654	-1.99393347207654	-1.99393347207654	-1.99393347207654	-1.99393347207654
GTEX-1445S-0011-R6b-SM-5PNUF	-2.0474530791007	-2.0474530791007	-2.0474530791007	-2.0474530791007	-2.0474530791007
GTEX-1445S-0011-R7b-SM-5PNUG	-1.86435380720904	-1.86435380720904	-1.86435380720904	-1.86435380720904	-1.86435380720904
GTEX-1445S-0011-R8a-SM-5PNWX	-2.03510677243155	-2.03510677243155	-2.03510677243155	-2.03510677243155	-2.03510677243155
GTEX-1445S-0626-SM-5LU3C	-2.31188115801153	-2.31188115801153	-2.31188115801153	-2.31188115801153	-2.31188115801153
GTEX-1445S-1126-SM-5QGOW	-0.287986526465604	-0.287986526465604	-0.357282267804976	-0.287986526465604	-0.287986526465604
GTEX-1445S-1226-SM-5O9BF	-1.10249628739529	-1.10249628739529	-1.10249628739529	-1.10249628739529	-1.10249628739529
GTEX-1445S-2426-SM-79ON2	-1.12989446398596	-1.12989446398596	-1.12989446398596	-1.12989446398596	-1.12989446398596
GTEX-1445S-2926-SM-5O993	-0.229131632454228	-0.229131632454228	-0.736451425994805	-0.305562611283686	-0.229131632454228
GTEX-1445S-3026-SM-5O9BR	-1.99092593389575	-1.99092593389575	-1.99092593389575	-1.99092593389575	-1.99092593389575
GTEX-1445S-3226-SM-5TDE1	-0.437355386853245	-0.437355386853245	-0.857008704438019	-0.562706278166996	-0.769027196911323
GTEX-144FL-0126-SM-5TDC8	-1.19986354777869	-1.19986354777869	-1.19986354777869	-1.19986354777869	-1.19986354777869
GTEX-144FL-0226-SM-5Q5D4	-0.135426102673036	-0.135426102673036	-0.135426102673036	-0.135426102673036	-0.135426102673036
GTEX-144FL-0326-SM-5O99O	-1.4758795850826	-1.4758795850826	-1.4758795850826	-1.4758795850826	-1.4758795850826
GTEX-144FL-0426-SM-5O9A1	-1.36360041814717	-1.36360041814717	-1.36360041814717	-1.36360041814717	-1.36360041814717
GTEX-144FL-0626-SM-5LU43	-1.16001927883217	-1.16001927883217	-1.16001927883217	-1.16001927883217	-1.79266981007572
GTEX-144FL-1526-SM-5Q5CA	-0.455096827942229	-0.455096827942229	-0.455096827942229	-0.455096827942229	-0.76400449273997
GTEX-144FL-2626-SM-5TDCW	-0.939631696312968	-0.939631696312968	-0.939631696312968	-0.939631696312968	-0.939631696312968
GTEX-144FL-2726-SM-5O98Z	-0.626186052138987	-0.626186052138987	-0.648704445364962	-0.801633044315159	-0.749402017954898
GTEX-144FL-3026-SM-5O99C	-1.3533778195251	-1.3533778195251	-1.3533778195251	-1.3533778195251	-1.3533778195251
GTEX-144GL-0011-R11b-SM-5P9F6	-1.21545265400479	-1.21545265400479	-1.21545265400479	-1.21545265400479	-1.21545265400479
GTEX-144GL-0011-R1a-SM-5PNZ5	-2.00104715815788	-2.00104715815788	-2.00104715815788	-2.00104715815788	-2.00104715815788
GTEX-144GL-0011-R3a-SM-5P9HP	-1.7468352607102	-1.7468352607102	-1.7468352607102	-1.7468352607102	-1.7468352607102
GTEX-144GL-0011-R4a-SM-5PNUI	-3.17805096846736	-3.17805096846736	-3.17805096846736	-3.17805096846736	-3.17805096846736
GTEX-144GL-0011-R5b-SM-5PNUJ	-2.32745856833624	-2.32745856833624	-2.32745856833624	-2.32745856833624	-2.45602453931341
GTEX-144GL-0011-R6a-SM-5P9HW	-1.80428853294141	-1.80428853294141	-1.80428853294141	-1.80428853294141	-1.80428853294141
GTEX-144GL-0011-R7b-SM-5P9HX	-1.91042256936968	-1.91042256936968	-1.91042256936968	-1.91042256936968	-2.03474367223474
GTEX-144GL-0011-R8a-SM-5Q5B1	-2.76676494545071	-2.76676494545071	-2.76676494545071	-2.76676494545071	-2.76676494545071
GTEX-144GL-0126-SM-5TDE2	-0.801262819742476	-0.801262819742476	-0.801262819742476	-0.881625687745239	-0.801262819742476
GTEX-144GL-0226-SM-5QGOX	0.0804305238345992	0.0491370799406016	0.0804305238345992	-0.00336610213832873	0.0215198696940996
GTEX-144GL-0326-SM-5QGOY	-2.24691257871375	-2.24691257871375	-2.24691257871375	-2.24691257871375	-2.49287630925976
GTEX-144GL-0426-SM-5QGOZ	-0.033355566447251	-0.033355566447251	-0.033355566447251	-0.033355566447251	-0.134962783484416
GTEX-144GL-0526-SM-5LU41	-0.989135845496482	-0.989135845496482	-1.18670034113554	-0.989135845496482	-0.989135845496482
GTEX-144GL-0626-SM-5LU4D	-0.635864504147805	-1.13566181449405	-1.01674959176533	-0.786639327562996	-1.31061052974321
GTEX-144GL-0726-SM-5LU4P	-0.770882684163763	-0.770882684163763	-0.770882684163763	-0.770882684163763	-0.770882684163763
GTEX-144GL-1026-SM-5O99R	-1.42340214286356	-1.42340214286356	-1.42340214286356	-1.42340214286356	-1.42340214286356
GTEX-144GL-1226-SM-5O9A4	-0.229890782564857	-0.229890782564857	-0.615391724126595	-0.229890782564857	-0.363961840178179
GTEX-144GL-1426-SM-79OMA	-3.01530925888537	-3.01530925888537	-3.01530925888537	-3.01530925888537	-3.01530925888537
GTEX-144GL-1826-SM-79OMB	-0.868339167498382	-0.868339167498382	-1.20828350840557	-1.02005155987658	-1.32455809339988
GTEX-144GL-2026-SM-5LU3O	-0.163147489972222	-0.163147489972222	-0.163147489972222	-0.163147489972222	-0.452299608719553
GTEX-144GL-2226-SM-79OMD	-1.72544570079941	-1.72544570079941	-1.72544570079941	-1.72544570079941	-1.72544570079941
GTEX-144GL-2526-SM-5TDDL	-0.470130442247999	-0.470130442247999	-0.470130442247999	-0.470130442247999	-0.470130442247999
GTEX-144GL-2926-SM-5O99F	-1.16191213631288	-1.16191213631288	-1.16191213631288	-1.16191213631288	-1.16191213631288
GTEX-144GL-3026-SM-5Q5CW	-1.6235876776825	-1.6235876776825	-1.6235876776825	-1.6235876776825	-1.6235876776825
GTEX-144GL-3126-SM-5TDDM	-0.317109086936782	-0.317109086936782	-0.665856916456212	-0.317109086936782	-0.615131784371256
GTEX-144GM-0126-SM-5Q5AX	0.0503360546526196	0.0503360546526196	0.019983697919942	-0.159387676476143	-0.381481156293337
GTEX-144GM-0226-SM-5Q5CB	-0.171250592218643	-0.171250592218643	-0.171250592218643	-0.171250592218643	-0.484619618890351
GTEX-144GM-0426-SM-5Q5C8	-0.588807902249433	-0.588807902249433	-0.588807902249433	-0.588807902249433	-0.694808238258964
GTEX-144GM-0526-SM-79OJO	-0.609127647257241	-0.609127647257241	-0.609127647257241	-0.840611780289463	-0.737016224684302
GTEX-144GM-0626-SM-79OKY	-0.25124033124967	-0.25124033124967	-0.25124033124967	-0.25124033124967	-0.539780199811996
GTEX-144GM-0726-SM-79OJQ	-2.06944626588231	-2.06944626588231	-2.06944626588231	-2.06944626588231	-2.11763341213192
GTEX-144GM-0826-SM-5O98R	-1.12966717453741	-1.12966717453741	-1.12966717453741	-1.12966717453741	-1.12966717453741
GTEX-144GM-0926-SM-5O994	-0.416991753011755	-0.416991753011755	-0.416991753011755	-0.585163397131976	-1.24550100896491
GTEX-144GM-1026-SM-79OKU	-0.599442480710613	-0.599442480710613	-0.599442480710613	-0.599442480710613	-0.599442480710613
GTEX-144GM-1126-SM-79OJK	-0.596707808139404	-0.596707808139404	-0.596707808139404	-0.596707808139404	-0.792842708471618
GTEX-144GM-1226-SM-5LU52	-0.949147943273293	-0.949147943273293	-0.949147943273293	-0.949147943273293	-0.949147943273293
GTEX-144GM-1326-SM-5LU5E	-1.4716708797128	-1.4716708797128	-1.4716708797128	-2.35982293822686	-1.59632996250307
GTEX-144GM-1426-SM-5LU31	-0.160556630645287	-0.256304046279864	-0.242516728157362	-1.04495358138997	-0.77370187225786
GTEX-144GM-1526-SM-79OJM	-0.80633871865664	-0.80633871865664	-0.80633871865664	-1.09659623347829	-0.843689053794176
GTEX-144GM-1626-SM-5O9AG	-1.1599836353369	-1.1599836353369	-1.1599836353369	-1.1599836353369	-1.1599836353369
GTEX-144GM-1726-SM-5O9AS	-1.17346697582713	-1.17346697582713	-1.17346697582713	-1.17346697582713	-1.50330048960174
GTEX-144GM-1926-SM-5LUAN	0.0435780482553706	0.0435780482553706	0.0435780482553706	-0.519667469849615	-0.577843854667296
GTEX-144GM-2026-SM-5LU3D	-2.29601068450347	-2.29601068450347	-2.29601068450347	-2.29601068450347	-2.58380465341719
GTEX-144GM-2126-SM-5LU3P	0.422460535295109	0.383704729195196	0.422460535295109	0.327383640589606	-0.4971631086193
GTEX-144GM-2226-SM-5O9B5	-1.66559522636906	-1.66559522636906	-1.66559522636906	-1.66559522636906	-1.66559522636906
GTEX-144GN-0326-SM-5O9AD	0.0498334356114887	0.0498334356114887	-0.30836073739224	0.0498334356114887	0.0498334356114887
GTEX-144GN-0426-SM-5O9AP	-0.0107978829769558	-0.0107978829769558	-0.0107978829769558	-0.0107978829769558	-0.0107978829769558
GTEX-144GN-0626-SM-5O9B2	-0.306027950860279	-0.306027950860279	-0.679335117432949	-0.685363965053659	-0.306027950860279
GTEX-144GN-0726-SM-5O98O	-0.0412357571729406	-0.0412357571729406	-0.0412357571729406	-0.391805764781474	-0.361841294169017
GTEX-144GN-0826-SM-5LU5G	-0.769412562164135	-0.769412562164135	-0.769412562164135	-0.769412562164135	-0.981258222179039
GTEX-144GN-1126-SM-5LU33	-0.186772933536999	-0.186772933536999	-0.186772933536999	-0.186772933536999	-0.186772933536999
GTEX-144GN-1226-SM-5O991	-0.43034580940793	-0.43034580940793	-0.43034580940793	-0.43034580940793	-0.920809569332126
GTEX-144GN-1626-SM-5Q5BU	-0.138498559980859	-0.138498559980859	-0.138498559980859	-0.138498559980859	-0.504423329445909
GTEX-144GN-2126-SM-5O99D	-0.143853147503783	-0.143853147503783	-0.143853147503783	-0.143853147503783	-0.253452699433919
GTEX-144GN-2326-SM-5LU4F	-0.403190356672405	-0.403190356672405	-0.403190356672405	-0.403190356672405	-0.451140312313034
GTEX-144GN-2426-SM-5LU4R	-2.05161114539109	-2.05161114539109	-2.05161114539109	-2.05161114539109	-2.05161114539109
GTEX-144GN-2526-SM-5LU54	0.43562890912535	0.23223435299262	0.43562890912535	0.43562890912535	-0.503366272211533
GTEX-144GO-0011-R1a-SM-5PNWO	-3.6684481062563	-3.6684481062563	-3.6684481062563	-3.6684481062563	-3.6684481062563
GTEX-144GO-0011-R5a-SM-5PNUR	-1.69464646438522	-1.69464646438522	-1.69464646438522	-1.69464646438522	-1.69464646438522
GTEX-144GO-0011-R6b-SM-5S2V7	-1.95864139410462	-1.95864139410462	-1.95864139410462	-1.95864139410462	-1.95864139410462
GTEX-144GO-0011-R7b-SM-5S2TT	-3.70612673155897	-3.70612673155897	-3.70612673155897	-3.70612673155897	-3.70612673155897
GTEX-144GO-0126-SM-5LUAO	0.101628659546878	0.101628659546878	-0.0289346548324235	0.101628659546878	0.0201943407077305
GTEX-144GO-0226-SM-5LUB1	-1.58167387660973	-1.58167387660973	-1.58167387660973	-1.58167387660973	-1.58167387660973
GTEX-144GO-1326-SM-5Q5EL	-1.70910722501803	-1.70910722501803	-1.70910722501803	-1.70910722501803	-1.70910722501803
GTEX-144GO-1626-SM-7EPG5	0.214671623825186	0.214671623825186	0.214671623825186	0.133164023030984	-0.0321252934225388
GTEX-144GO-2026-SM-5O99P	-0.343251348827633	-0.343251348827633	-0.343251348827633	-0.864223620034197	-1.12145611818128
