sample	GM3_reach	GM2_reach	GM1_reach	GD3_reach
GTEX-132AR-0008-SM-62LDH	-0.590528239099493	-0.930743919878902	-1.09882682444077	-0.590528239099493
GTEX-132AR-0226-SM-5IJBE	-0.176867021902959	-0.939199841778151	-0.939199841778151	-0.886893300843319
GTEX-132AR-0326-SM-5KM2C	-0.631944646701579	-0.631944646701579	-0.631944646701579	-0.631944646701579
GTEX-132AR-0426-SM-5IFH8	-1.25533954970403	-1.25533954970403	-1.77568095197631	-1.25533954970403
GTEX-132AR-0526-SM-5J2MJ	-0.0279928700807172	-0.205131133836043	-0.425484023469978	-0.0279928700807172
GTEX-132AR-0726-SM-5EQ6J	-1.4942503131808	-1.4942503131808	-1.4942503131808	-1.4942503131808
GTEX-132AR-0826-SM-5EGK6	-0.65565715225168	-0.65565715225168	-0.723077001381652	-0.65565715225168
GTEX-132AR-1026-SM-5PNVL	-1.08274091750029	-1.08274091750029	-1.85797310600768	-1.08274091750029
GTEX-132AR-1126-SM-5P9GA	-0.365556777087368	-0.365556777087368	-0.365556777087368	-0.475921746471978
GTEX-132AR-1326-SM-5K7YC	-0.0878285362492093	-0.0878285362492093	-0.309787358477119	-0.0878285362492093
GTEX-132AR-1426-SM-5IFF1	-0.30142883851341	-0.934117041763035	-1.10040422919329	-0.70981831477323
GTEX-132AR-1526-SM-5KM1L	-0.32770770789281	-0.32770770789281	-0.947146782014101	-0.32770770789281
GTEX-132AR-1726-SM-5EGHQ	-0.249774813422866	-0.249774813422866	-0.759566361949342	-0.73944480998141
GTEX-132AR-1826-SM-5EGHR	-2.06748766772233	-2.06748766772233	-2.06748766772233	-2.06748766772233
GTEX-132AR-1926-SM-5EGK5	-1.39089428716884	-1.39089428716884	-1.39089428716884	-1.39089428716884
GTEX-132AR-2026-SM-5IJG4	-1.42724330241857	-1.42724330241857	-1.42724330241857	-1.42724330241857
GTEX-132AR-2126-SM-5K7XG	-0.11468170380813	-0.11468170380813	-0.11468170380813	-0.216608412006532
GTEX-132AR-2226-SM-5J2NT	-1.41669988318821	-1.41669988318821	-1.41669988318821	-1.41669988318821
GTEX-132AR-2326-SM-5IJDY	-0.578584226953395	-0.578584226953395	-0.65660531387806	-0.578584226953395
GTEX-132AR-2426-SM-5IFFD	0.00837734904235246	-0.0762443632253957	-0.506427773588239	0.00837734904235246
GTEX-132AR-2526-SM-5PNVM	-0.484299517032124	-0.484299517032124	-0.996075049554546	-0.484299517032124
GTEX-132AR-2726-SM-5PNVN	-1.31662831016178	-1.31662831016178	-1.31662831016178	-1.31662831016178
GTEX-132AR-2826-SM-5IJFV	-0.371937978054847	-0.371937978054847	-0.371937978054847	-0.371937978054847
GTEX-132NY-0005-SM-5O9AC	-3.11243566848446	-3.11243566848446	-3.11243566848446	-3.11243566848446
GTEX-132NY-0008-SM-62LFX	-0.679479080699418	-1.1132810691822	-1.1132810691822	-1.08322935631225
GTEX-132NY-0326-SM-5IJBL	-1.26905644079416	-1.26905644079416	-1.26905644079416	-1.26905644079416
GTEX-132NY-0526-SM-5EQ4V	-0.234660894930151	-0.234660894930151	-0.234660894930151	-0.234660894930151
GTEX-132NY-0626-SM-5L3D9	-0.425314431043957	-0.425314431043957	-0.425314431043957	-0.449437489931856
GTEX-132NY-0726-SM-5KLZM	-1.71020229421509	-1.71020229421509	-1.71176265692583	-1.71020229421509
GTEX-132NY-0826-SM-5K7Y7	-0.199076275706448	-0.588719552300968	-0.588719552300968	-0.199076275706448
GTEX-132NY-0926-SM-5P9G3	-1.09826307086165	-1.16491052161964	-2.56033941578566	-1.21033976887879
GTEX-132NY-1026-SM-5P9IY	-0.358360500919558	-0.358360500919558	-0.358360500919558	-0.644641694788295
GTEX-132NY-1126-SM-5PNVE	-0.0937162542049072	-0.168839602424571	-0.168839602424571	-0.0937162542049072
GTEX-132NY-1226-SM-5PNVF	-0.53209535490266	-0.53209535490266	-0.53209535490266	-0.53209535490266
GTEX-132NY-1426-SM-5J1MJ	-0.93036520033538	-0.93036520033538	-0.93036520033538	-0.93036520033538
GTEX-132NY-1726-SM-5EGKK	-1.6560197791011	-1.6560197791011	-1.6560197791011	-1.6560197791011
GTEX-132NY-2026-SM-5L3FM	-0.426397944508864	-0.426397944508864	-0.426397944508864	-0.426397944508864
GTEX-132NY-2226-SM-5J2LZ	-0.501520497627805	-0.916160958454345	-0.916160958454345	-0.501520497627805
GTEX-132NY-2726-SM-5PNY2	-0.318432446452678	-0.318432446452678	-0.318432446452678	-0.318432446452678
GTEX-132NY-2826-SM-5P9G2	-1.65225967329501	-1.65225967329501	-1.65225967329501	-1.65225967329501
GTEX-132Q8-0006-SM-5NQA4	-4.08703333860403	-4.08703333860403	-4.08703333860403	-4.08703333860403
GTEX-132Q8-0008-SM-5ZZUC	-0.401146938708824	-1.12398547458651	-1.12398547458651	-1.01390993373994
GTEX-132Q8-0011-R10b-SM-5DUWZ	-0.447015562838514	-0.471074936985539	-0.538323261080158	-0.447015562838514
GTEX-132Q8-0011-R11b-SM-5DUW9	-1.27529741793704	-1.27529741793704	-1.27529741793704	-1.27529741793704
GTEX-132Q8-0011-R1a-SM-5EGLK	-1.85622572429243	-1.92369832028016	-1.92369832028016	-1.85622572429243
GTEX-132Q8-0011-R2b-SM-5EQ5Z	-1.45875275205861	-1.45875275205861	-1.45875275205861	-1.45875275205861
GTEX-132Q8-0011-R5a-SM-5IJDM	-1.03586625031762	-1.04792674442174	-1.04792674442174	-1.03586625031762
GTEX-132Q8-0011-R6a-SM-5K7YN	-1.00530586051779	-1.00530586051779	-1.00530586051779	-1.00530586051779
GTEX-132Q8-0011-R7b-SM-5N9F1	-1.48912696423586	-1.48912696423586	-1.48912696423586	-1.48912696423586
GTEX-132Q8-0011-R8b-SM-5DUWX	-1.71481055956079	-1.71481055956079	-1.71481055956079	-1.71481055956079
GTEX-132Q8-0526-SM-5IJBQ	-1.10900913401725	-1.10900913401725	-1.10900913401725	-1.10900913401725
GTEX-132Q8-0626-SM-5L3F3	-1.90494427635296	-1.90494427635296	-1.90494427635296	-1.90494427635296
GTEX-132Q8-1126-SM-5K7XS	-1.45509030352691	-1.45509030352691	-1.45509030352691	-1.45509030352691
GTEX-132Q8-1426-SM-5EGK7	-0.415123228718662	-0.78962589948259	-0.78962589948259	-0.415123228718662
GTEX-132Q8-1726-SM-5EGK8	-0.260432129581359	-0.817454919571141	-0.817454919571141	-0.260432129581359
GTEX-132Q8-1826-SM-5EGIY	-0.888499702185339	-0.888499702185339	-0.888499702185339	-0.888499702185339
GTEX-132Q8-2926-SM-5IFFP	-1.22648854387303	-1.22648854387303	-1.22648854387303	-1.22648854387303
GTEX-132Q8-3026-SM-5PNVG	-0.799843240665539	-0.812735864957046	-0.812735864957046	-0.799843240665539
GTEX-132QS-0001-SM-62LDA	-0.567747993529561	-1.18754727789105	-1.18754727789105	-1.06421038493824
GTEX-132QS-0005-SM-5LZXK	-1.95424841990291	-2.5380833536319	-2.5380833536319	-1.95424841990291
GTEX-132QS-0008-SM-5ZZUB	-0.505630402348727	-1.05233819401447	-1.53066040991556	-0.800469091570192
GTEX-132QS-0126-SM-5IFH9	-0.97022491953045	-0.97022491953045	-0.97022491953045	-0.97022491953045
GTEX-132QS-0226-SM-5IFFZ	-0.452642976139549	-1.04388732346627	-1.04388732346627	-0.562132746942015
GTEX-132QS-0326-SM-5IJFN	-1.09587006791303	-1.09587006791303	-1.09587006791303	-1.09587006791303
GTEX-132QS-0426-SM-5KLZ6	-1.93608616777083	-1.93608616777083	-1.93608616777083	-1.93608616777083
GTEX-132QS-0526-SM-5IJC7	-1.76457521142491	-1.76457521142491	-1.76457521142491	-1.76457521142491
GTEX-132QS-0626-SM-62LFM	-1.10541594541631	-1.10541594541631	-1.10541594541631	-1.10541594541631
GTEX-132QS-0726-SM-5IJE9	-0.296509451295852	-0.543708669923833	-0.543708669923833	-0.452491866665833
GTEX-132QS-0826-SM-5K7WV	-0.8830329762502	-0.8830329762502	-0.8830329762502	-1.05731355648527
GTEX-132QS-0926-SM-5P9GB	-1.15992958697596	-1.15992958697596	-1.15992958697596	-1.18353021475836
GTEX-132QS-1126-SM-5P9GC	-0.586968990779142	-0.586968990779142	-0.586968990779142	-0.586968990779142
GTEX-132QS-1226-SM-5P9GD	-0.696313993348678	-0.696313993348678	-0.696313993348678	-0.696313993348678
GTEX-132QS-1426-SM-5P9GE	-1.2007053531397	-1.2007053531397	-1.2007053531397	-1.2007053531397
GTEX-132QS-1526-SM-5J2MV	-0.686816727604262	-0.686816727604262	-0.686816727604262	-0.686816727604262
GTEX-132QS-1626-SM-5K7YZ	-0.957857374943085	-0.957857374943085	-0.957857374943085	-0.957857374943085
GTEX-132QS-1826-SM-5IFFN	-1.08228967674513	-1.10777890337724	-1.10777890337724	-1.08228967674513
GTEX-132QS-2426-SM-62LFI	-0.456191959318018	-0.456191959318018	-0.456191959318018	-1.04099692668357
GTEX-132QS-2526-SM-62LFJ	-0.603461018071523	-0.752615357005999	-0.752615357005999	-1.08877388599386
GTEX-1339X-0005-SM-5O9CQ	-2.73069185682909	-3.61231080352507	-3.61231080352507	-2.73069185682909
GTEX-1339X-0008-SM-5ZZUL	-0.609099178299555	-1.14422225712788	-1.14422225712788	-0.830462987705703
GTEX-1339X-0326-SM-5K7Z8	-1.68126418576648	-1.68126418576648	-1.68126418576648	-1.68126418576648
GTEX-1339X-0426-SM-5KLZY	-1.71859545438251	-1.71859545438251	-1.71859545438251	-1.71859545438251
GTEX-1339X-0526-SM-5KLYW	-0.728636439229991	-0.728636439229991	-0.728636439229991	-0.728636439229991
GTEX-1339X-0626-SM-5IJER	-0.670162015903561	-0.734990371256916	-0.734990371256916	-0.670162015903561
GTEX-1339X-0726-SM-5L3FF	-0.85000682767294	-0.85000682767294	-0.85000682767294	-0.85000682767294
GTEX-1339X-0826-SM-5J2O6	-0.88127876794521	-0.934897199990297	-0.934897199990297	-0.88127876794521
GTEX-1339X-1026-SM-5IFH5	-1.78786314267992	-1.78786314267992	-1.86360960756396	-1.78786314267992
GTEX-1339X-1126-SM-5J2OI	-0.161691848371525	-0.161691848371525	-0.161691848371525	-0.161691848371525
GTEX-1339X-1426-SM-5K7YO	-0.369052324191173	-0.369052324191173	-0.369052324191173	-0.369052324191173
GTEX-1339X-1626-SM-5IJDN	-0.176121171177221	-0.176121171177221	-0.176121171177221	-0.176121171177221
GTEX-1339X-1726-SM-5P9J9	-0.755470642620327	-0.755470642620327	-0.755470642620327	-0.755470642620327
GTEX-1339X-1926-SM-5PNVP	-0.652157961932637	-0.652157961932637	-0.652157961932637	-0.652157961932637
GTEX-1339X-2326-SM-5HL5B	-0.283733601831498	-0.283733601831498	-0.283733601831498	-0.318676297287301
GTEX-1339X-2426-SM-5KLYU	-2.08891894308517	-2.08891894308517	-2.49593851578247	-2.08891894308517
GTEX-1339X-2626-SM-5K7YX	-1.41196899478408	-1.41196899478408	-1.41196899478408	-1.41196899478408
GTEX-1339X-2726-SM-5PNYU	-0.750247197310539	-0.750247197310539	-0.750247197310539	-1.00099272578134
GTEX-133LE-0008-SM-62LDD	-0.657132832892812	-1.14511930932574	-1.14511930932574	-0.657132832892812
GTEX-133LE-0226-SM-5PNY3	-0.801517201263681	-0.801517201263681	-0.801517201263681	-0.801517201263681
GTEX-133LE-0326-SM-5P9G4	-0.448125013682163	-0.448125013682163	-0.448125013682163	-0.545600040684313
GTEX-133LE-0526-SM-5N9EJ	-0.292625255286625	-0.615061277042042	-0.615061277042042	-0.292625255286625
GTEX-133LE-0626-SM-5IFFJ	-0.58526584837804	-0.757974216326288	-0.757974216326288	-0.58526584837804
GTEX-133LE-0726-SM-5P9IZ	-0.838018981138698	-0.838018981138698	-0.838018981138698	-0.838018981138698
GTEX-133LE-0926-SM-5P9J1	-0.870069815065205	-0.870069815065205	-0.870069815065205	-0.870069815065205
GTEX-133LE-1226-SM-5IFGC	-0.124608206155441	-1.02750060673573	-1.02750060673573	-0.124608206155441
GTEX-133LE-1326-SM-5IFGO	-0.660989532162194	-0.727263296504474	-0.727263296504474	-0.72191101901864
GTEX-133LE-1426-SM-5IFH1	-0.971129375087465	-0.971129375087465	-0.971129375087465	-0.971129375087465
GTEX-133LE-1526-SM-5IFEN	-0.999014436223568	-0.999014436223568	-0.999014436223568	-0.999014436223568
GTEX-133LE-1726-SM-5K7VQ	-0.0859546895809338	-0.498747626516724	-0.498747626516724	-0.0859546895809338
GTEX-133LE-1826-SM-5J1MV	-1.117660910655	-1.117660910655	-1.117660910655	-1.117660910655
GTEX-133LE-1926-SM-5N9FV	-0.372099683865397	-0.819635026052915	-0.819635026052915	-0.632660393477218
GTEX-133LE-2026-SM-5K7WM	-1.72577758633449	-1.72577758633449	-2.28973378103931	-1.72577758633449
GTEX-133LE-2126-SM-5IJBX	-0.0367391248146599	-0.0367391248146599	-0.0367391248146599	-0.468196828076764
GTEX-133LE-2226-SM-5IFGU	-1.20181999012514	-1.20181999012514	-1.20181999012514	-1.20181999012514
GTEX-133LE-2326-SM-5K7W3	-0.814871182572448	-0.953887028471602	-0.953887028471602	-0.814871182572448
GTEX-1399Q-0008-SM-62LDE	-1.24873450471763	-1.24873450471763	-1.91840022044504	-1.24873450471763
GTEX-1399Q-1126-SM-5P9JA	-0.910330123292581	-0.910330123292581	-0.910330123292581	-0.910330123292581
GTEX-1399Q-2326-SM-5KM2X	-1.62121791402982	-1.62121791402982	-1.62121791402982	-1.62121791402982
GTEX-1399Q-2426-SM-5J2MO	-1.42944118374869	-1.42944118374869	-1.70074064337825	-1.42944118374869
GTEX-1399Q-2826-SM-5IJEZ	-0.653023007513836	-0.653023007513836	-0.653023007513836	-0.653023007513836
GTEX-1399R-0002-SM-62LD9	-1.16481023801555	-1.16481023801555	-1.16481023801555	-1.18314379429251
GTEX-1399R-0006-SM-5N9FR	-2.5714228088231	-2.5714228088231	-2.5714228088231	-2.5714228088231
GTEX-1399R-0008-SM-5ZZUF	-1.01275688491544	-1.01275688491544	-2.25806945025667	-1.06141566369184
GTEX-1399R-0126-SM-5IFEV	-0.465111997140697	-0.465111997140697	-0.465111997140697	-0.465111997140697
GTEX-1399R-0226-SM-5IJGG	-1.28811447591821	-1.28811447591821	-1.28811447591821	-1.28811447591821
GTEX-1399R-0326-SM-5KM1X	-0.76657210647189	-0.8458494983922	-0.8458494983922	-0.76657210647189
GTEX-1399R-0426-SM-5IJE3	-2.07837577775095	-2.07837577775095	-2.07837577775095	-2.07837577775095
GTEX-1399R-0526-SM-5IJEF	-0.354554726497379	-0.354554726497379	-0.354554726497379	-0.354554726497379
GTEX-1399R-0626-SM-5K7UZ	-0.506503961866898	-0.506503961866898	-0.506503961866898	-0.506503961866898
GTEX-1399R-0726-SM-5KM2A	-0.784447823870518	-0.784447823870518	-0.784447823870518	-0.784447823870518
GTEX-1399R-0826-SM-5IJEL	-1.36844920390175	-1.36844920390175	-1.36844920390175	-1.36844920390175
GTEX-1399R-0926-SM-5J2N8	-0.645722353121301	-0.645722353121301	-0.645722353121301	-0.645722353121301
GTEX-1399R-1126-SM-5IFIO	-1.50147611071725	-1.50147611071725	-1.50147611071725	-1.50147611071725
GTEX-1399R-1226-SM-5P9GF	-1.38729464339848	-1.38729464339848	-2.24561470143655	-1.38729464339848
GTEX-1399R-1326-SM-5PNYS	-0.832116862847199	-0.832116862847199	-0.832116862847199	-0.832116862847199
GTEX-1399R-1626-SM-5P9GG	-0.632110424580966	-0.632110424580966	-0.632110424580966	-0.632110424580966
GTEX-1399R-1726-SM-5K7YJ	-1.8614408609443	-1.8614408609443	-1.8614408609443	-1.8614408609443
GTEX-1399R-1826-SM-5J2M9	-0.357980674740552	-0.357980674740552	-0.357980674740552	-0.357980674740552
GTEX-1399R-1926-SM-5K7X8	-1.95585478488658	-1.95585478488658	-1.95585478488658	-1.95585478488658
GTEX-1399R-2026-SM-5K7WN	-0.87962057321546	-0.87962057321546	-0.87962057321546	-0.87962057321546
GTEX-1399R-2126-SM-5K7WZ	-0.843567044391298	-0.843567044391298	-0.843567044391298	-0.843567044391298
GTEX-1399R-2226-SM-5P9JB	-1.50182746923185	-1.50182746923185	-1.50182746923185	-1.50182746923185
GTEX-1399R-2326-SM-5PNYT	-1.35144832624303	-1.35144832624303	-1.35144832624303	-1.35144832624303
GTEX-1399R-2426-SM-5IJFC	-0.272223671911521	-0.272223671911521	-0.272223671911521	-0.272223671911521
GTEX-1399R-2526-SM-5IFG2	-1.81593206746686	-1.81593206746686	-2.30032939295799	-1.81593206746686
GTEX-1399R-2626-SM-5KLZ7	-0.471879141622888	-0.471879141622888	-0.471879141622888	-0.584749620194102
GTEX-1399R-2726-SM-5IJBA	-1.17339693989867	-1.20077463144996	-1.20077463144996	-1.17339693989867
GTEX-1399S-0006-SM-5NQ7U	-1.74927924688549	-2.40089859993756	-2.40089859993756	-1.74927924688549
GTEX-1399S-0008-SM-62LDF	-0.825169253523986	-0.872400908153224	-1.55454071968552	-0.941126284434595
GTEX-1399S-0126-SM-5IJCF	-1.7327438287126	-1.7327438287126	-1.7327438287126	-1.7327438287126
GTEX-1399S-0226-SM-5IFFG	-0.659671232249049	-0.911012366456412	-0.911012366456412	-0.792090581949589
GTEX-1399S-0326-SM-5IFFS	-1.99197710482965	-1.99197710482965	-1.99197710482965	-1.99197710482965
GTEX-1399S-0426-SM-5IFG5	-0.605403336299092	-0.919801253574314	-0.919801253574314	-0.605403336299092
GTEX-1399S-0526-SM-5IJG8	-0.549190622005056	-0.549190622005056	-0.549190622005056	-0.549190622005056
GTEX-1399S-0826-SM-5KM23	-1.58087199826516	-1.58087199826516	-1.58087199826516	-1.58087199826516
GTEX-1399S-0926-SM-5PNVQ	-0.489909612266491	-0.489909612266491	-0.489909612266491	-0.489909612266491
GTEX-1399S-1026-SM-5KLZ9	-1.968022165055	-1.968022165055	-1.968022165055	-1.968022165055
GTEX-1399S-1326-SM-5P9GH	-1.67064967193306	-1.67064967193306	-1.67064967193306	-1.67064967193306
GTEX-1399S-1426-SM-5PNYQ	-0.77304371207544	-0.77304371207544	-0.77304371207544	-0.784455761874241
GTEX-1399S-1526-SM-5P9JC	-0.695329565336714	-0.695329565336714	-0.695329565336714	-0.695329565336714
GTEX-1399S-1626-SM-5P9GI	-1.03084353004178	-1.03084353004178	-1.03084353004178	-1.03084353004178
GTEX-1399S-1726-SM-5L3DI	-0.098984183359016	-0.799690067021323	-0.799690067021323	-0.098984183359016
GTEX-1399S-1926-SM-5J2M5	-1.11099939621234	-1.11099939621234	-1.11099939621234	-1.11099939621234
GTEX-1399S-2026-SM-5KM4B	-0.400110354177631	-0.5665966514217	-0.5665966514217	-0.400110354177631
GTEX-1399S-2126-SM-5J2MH	-0.658157701032515	-0.658157701032515	-0.658157701032515	-0.658157701032515
GTEX-1399S-2226-SM-5IFEW	-0.467555142711537	-0.467555142711537	-0.467555142711537	-0.467555142711537
GTEX-1399S-2326-SM-5K7YV	-0.529950129032745	-0.818429596863946	-0.818429596863946	-0.529950129032745
GTEX-1399S-2426-SM-5K7U3	-0.276345693171534	-0.276345693171534	-0.276345693171534	-0.899925001943598
GTEX-1399S-2626-SM-5L3DU	-0.892898776760352	-0.892898776760352	-0.892898776760352	-0.892898776760352
GTEX-1399S-2726-SM-5KM22	-1.6788498616881	-1.6788498616881	-1.6788498616881	-1.6788498616881
GTEX-1399T-0008-SM-62LDB	-1.19782077918968	-1.19782077918968	-1.97557978614039	-1.23220521261916
GTEX-1399T-0011-R11a-SM-5J2O1	-0.498671580624242	-0.498671580624242	-0.498671580624242	-0.498671580624242
GTEX-1399T-0011-R1b-SM-5DUWN	-1.82791211837045	-1.94189091273248	-1.94189091273248	-1.82791211837045
GTEX-1399T-0011-R2b-SM-5DUXM	-1.26919874095711	-1.26919874095711	-1.26919874095711	-1.26919874095711
GTEX-1399T-0011-R4b-SM-5DUVX	-2.33376769594286	-2.33376769594286	-2.33376769594286	-2.33376769594286
GTEX-1399T-0011-R5b-SM-5IJDK	-0.891595721544176	-1.13049709244778	-1.13049709244778	-0.891595721544176
GTEX-1399T-0011-R6b-SM-5K7YL	-0.97674398324919	-1.18257410653322	-1.18257410653322	-0.97674398324919
GTEX-1399T-0011-R8b-SM-5IJD8	-1.01562682100084	-1.01562682100084	-1.01562682100084	-1.01562682100084
GTEX-1399T-0126-SM-5KM15	-0.861841317615535	-0.861841317615535	-0.861841317615535	-0.861841317615535
GTEX-1399T-0426-SM-5PNVJ	-3.85140217089636	-3.85140217089636	-3.85140217089636	-3.85140217089636
GTEX-1399T-0526-SM-5J1NC	-0.679344815835731	-0.679344815835731	-0.679344815835731	-0.679344815835731
GTEX-1399T-0726-SM-5J1MH	-1.2829515837643	-1.2829515837643	-1.2829515837643	-1.2829515837643
GTEX-1399T-0826-SM-5IFES	-1.26154495590317	-1.26154495590317	-2.19026234058556	-1.26154495590317
GTEX-1399T-1226-SM-5P9J5	-0.196525619009176	-0.196525619009176	-0.196525619009176	-0.196525619009176
GTEX-1399T-1326-SM-5PNVH	-0.410887011556106	-0.410887011556106	-0.410887011556106	-0.410887011556106
GTEX-1399T-1426-SM-664M8	-1.27939235647285	-1.27939235647285	-1.27939235647285	-1.27939235647285
GTEX-1399T-1526-SM-5P9J6	-0.75805529153171	-0.75805529153171	-0.75805529153171	-0.75805529153171
GTEX-1399T-2426-SM-5L3FJ	-2.35863998826435	-2.35863998826435	-2.35863998826435	-2.35863998826435
GTEX-1399T-2626-SM-5L3E4	-1.14646030498004	-1.14646030498004	-1.14646030498004	-1.14646030498004
GTEX-1399T-2726-SM-5K7XK	0.0874782073923229	-0.135012457654281	-0.135012457654281	0.0874782073923229
GTEX-1399T-2826-SM-5KLYZ	-1.45230585798889	-1.45230585798889	-1.45230585798889	-1.45230585798889
GTEX-1399T-2926-SM-5IFF8	-0.586576488334112	-0.586576488334112	-0.586576488334112	-0.80845739880066
GTEX-1399T-3026-SM-5KLZC	-1.11868428381164	-1.11868428381164	-1.11868428381164	-1.11868428381164
GTEX-1399T-3126-SM-5IJFS	-0.807544579774728	-0.807544579774728	-0.807544579774728	-0.807544579774728
GTEX-1399U-0005-SM-5NQ8K	-2.09093716884405	-2.84397121450687	-2.84397121450687	-2.09093716884405
GTEX-1399U-0008-SM-5S2VE	-0.956172193384691	-0.956172193384691	-1.95119968097342	-1.21353360123057
GTEX-1399U-0226-SM-5P9J2	-0.831269098029713	-0.92178707886037	-0.92178707886037	-0.831269098029713
GTEX-1399U-0326-SM-5P9G5	-0.545460059895906	-0.545460059895906	-0.545460059895906	-0.545460059895906
GTEX-1399U-0426-SM-5K7UU	-0.673886363644792	-0.673886363644792	-0.673886363644792	-0.673886363644792
GTEX-1399U-0526-SM-5K7YM	-2.34702331981528	-2.34702331981528	-2.34702331981528	-2.34702331981528
GTEX-1399U-0626-SM-5J1NZ	-0.579102442504586	-0.579102442504586	-0.579102442504586	-0.579102442504586
GTEX-1399U-0726-SM-5KM1D	-1.66348243107889	-1.66348243107889	-1.66348243107889	-1.66348243107889
GTEX-1399U-0826-SM-5KM1P	-0.530035184153736	-0.862602970532483	-0.862602970532483	-0.530035184153736
GTEX-1399U-0926-SM-5IFHA	-1.15701164817121	-1.15701164817121	-1.15701164817121	-1.15701164817121
GTEX-1399U-1026-SM-5J1OC	-0.989227625400444	-0.989227625400444	-0.989227625400444	-0.989227625400444
GTEX-1399U-1126-SM-5L3DB	-1.22713906704376	-1.22713906704376	-1.22713906704376	-1.22713906704376
GTEX-1399U-1226-SM-5K7XT	-0.960110922792512	-0.960110922792512	-0.960110922792512	-0.960110922792512
GTEX-1399U-1326-SM-5IJET	-0.255392971291468	-0.486690285970241	-0.486690285970241	-0.255392971291468
GTEX-1399U-1426-SM-5J1N8	-0.931425985540156	-0.931425985540156	-0.931425985540156	-0.931425985540156
GTEX-1399U-1526-SM-5J2N7	-0.772587737865993	-0.772587737865993	-0.772587737865993	-0.772587737865993
GTEX-1399U-1626-SM-5P9J3	-1.04803957427578	-1.04803957427578	-1.04803957427578	-1.04803957427578
GTEX-1399U-1726-SM-5P9J4	-0.509248726559327	-0.509248726559327	-0.509248726559327	-0.509248726559327
GTEX-1399U-1826-SM-5PNZ1	-0.317347157360778	-0.623576759402479	-0.623576759402479	-0.317347157360778
GTEX-1399U-1926-SM-5IFH7	-1.01621573443283	-1.01621573443283	-1.01621573443283	-1.01919888580098
GTEX-1399U-2026-SM-9WPNN	-1.51873761959705	-1.51873761959705	-1.51873761959705	-1.51873761959705
GTEX-1399U-2126-SM-5IFEZ	-0.628132075604053	-0.628132075604053	-0.628132075604053	-0.628132075604053
GTEX-1399U-2226-SM-5KLZI	-1.09573053564535	-1.09573053564535	-1.09573053564535	-1.09573053564535
GTEX-1399U-2326-SM-5K7WY	-1.93121294666341	-1.93121294666341	-1.93121294666341	-1.93121294666341
GTEX-1399U-2426-SM-5K7XB	-0.672727426568484	-0.672727426568484	-0.672727426568484	-1.1543243721161
GTEX-1399U-2526-SM-5L3DL	-2.04533429887855	-2.04533429887855	-2.1699859498291	-2.04533429887855
GTEX-1399U-2626-SM-9YFKU	-0.57605298701122	-0.57605298701122	-0.57605298701122	-0.809172347776961
GTEX-1399U-2726-SM-9YFKV	-1.07237109609224	-1.07237109609224	-1.07237109609224	-1.07237109609224
GTEX-139D8-0006-SM-5LZX8	-2.3269287576172	-2.3269287576172	-2.3269287576172	-2.3269287576172
GTEX-139D8-0008-SM-5ZZUH	-1.04467175823842	-1.08128033908284	-2.1532547134475	-1.10231468585968
GTEX-139D8-0226-SM-5KLZO	-0.817618032325096	-0.896359629524552	-0.896359629524552	-0.817618032325096
GTEX-139D8-0326-SM-5IJCJ	-0.219814107671427	-0.396137611811556	-0.396137611811556	-0.605731483712122
GTEX-139D8-0726-SM-5P9GJ	-0.936046387238167	-0.936046387238167	-1.29540201181417	-1.01679291196559
GTEX-139D8-1126-SM-5LU8W	-1.15375099547467	-1.15375099547467	-1.15375099547467	-1.15375099547467
GTEX-139D8-1226-SM-5L3ED	-0.321622926252049	-0.321622926252049	-0.321622926252049	-0.321622926252049
GTEX-139D8-1426-SM-5IJEX	-0.131278620555991	-0.131278620555991	-0.131278620555991	-0.131278620555991
GTEX-139D8-1626-SM-5IJFZ	0.0978537156472759	-0.546271586409432	-0.546271586409432	0.0978537156472759
GTEX-139D8-2326-SM-5IFGE	-0.47834678025395	-0.47834678025395	-0.47834678025395	-0.47834678025395
GTEX-139D8-2426-SM-5KM3A	-0.492919042550785	-0.958012130519417	-0.958012130519417	-0.492919042550785
GTEX-139D8-2526-SM-5N9G3	0.10834268866926	-0.191878840185929	-0.191878840185929	0.10834268866926
GTEX-139D8-2926-SM-5IJBM	0.348570280575152	0.348570280575152	0.348570280575152	0.348570280575152
GTEX-139T4-0008-SM-5S2WF	-1.01578286545182	-1.01578286545182	-1.56619558421829	-1.01578286545182
GTEX-139T4-0011-R9b-SM-5HL6S	-1.30124528273015	-1.30124528273015	-1.30124528273015	-1.30124528273015
GTEX-139T4-0126-SM-5HL5G	-0.0310333067870841	-0.0339360573846552	-0.0339360573846552	-0.0908098907381883
GTEX-139T4-0226-SM-5HL5S	-0.141179626458378	-0.141179626458378	-0.141179626458378	-0.141179626458378
GTEX-139T4-0326-SM-5K7XN	-1.1136785557256	-1.1136785557256	-1.35688922039254	-1.1136785557256
GTEX-139T4-0426-SM-5J1OQ	-0.143788520461643	-0.143788520461643	-0.143788520461643	-0.754232653779785
GTEX-139T4-0826-SM-5N9GF	-0.891527882874444	-0.891527882874444	-0.891527882874444	-0.891527882874444
GTEX-139T6-0006-SM-5LU92	-1.69012751767903	-2.44145353216049	-2.44145353216049	-1.69012751767903
GTEX-139T6-0226-SM-5IFGZ	-0.466377256536238	-1.02242371434964	-1.02242371434964	-0.466377256536238
