sample	HS_poly	PAPS	HS_N	HS_2O	HS_6O	HS_3O	reach_FGF_like	reach_WNT_like	reach_SHH_like
GTEX-14BMU-1126-SM-5RQJ8	-0.450595391634723	0.255932971619209	-0.592110996961967	-0.715823713624406	-0.596761745288062	-0.211862887712357	-0.715823713624406	-0.596761745288062	-0.596761745288062
GTEX-14BMU-1226-SM-5S2OR	-0.0942298231915951	0.183411798805768	0.036096953729097	0.307054264557165	0.156900249529718	0.659266159019336	-0.0942298231915951	-0.0942298231915951	-0.0942298231915951
GTEX-14BMU-1326-SM-5RQIH	-0.322059137222397	-0.0946814117311884	-0.176641922610891	0.143387939678093	-0.374072913369456	-0.372280379949851	-0.322059137222397	-0.374072913369456	-0.374072913369456
GTEX-14BMU-1426-SM-5TDE5	-0.0255764779518068	0.63846607026341	-0.112568633827353	0.241269830736302	-0.523140663435536	0.278703928825486	-0.112568633827353	-0.523140663435536	-0.523140663435536
GTEX-14BMU-1526-SM-5TDE6	-0.105363363998945	0.414712524060669	-0.542551586396484	-0.365909632736791	-0.729296353911097	-0.242142988213469	-0.542551586396484	-0.729296353911097	-0.729296353911097
GTEX-14BMU-1626-SM-5TDE7	0.0885550702842011	0.606878971805205	0.155797983071943	-0.101328557257215	0.412495452502273	0.164966472791452	-0.101328557257215	0.0885550702842011	0.0885550702842011
GTEX-14BMU-1726-SM-5TDE8	0.104627343690011	0.224502762179199	0.578787721241924	0.658060857516287	1.13380775787639	0.731634498421616	0.104627343690011	0.104627343690011	0.104627343690011
GTEX-14BMU-1826-SM-5RQII	0.391194862328133	0.387759907031057	0.154600733862889	0.483319614165211	1.02892125381684	-0.144744127225872	0.154600733862889	0.154600733862889	-0.144744127225872
GTEX-14BMU-1926-SM-5S2QC	-0.135623879655472	0.0867528715222929	0.00760462868293509	0.491213468185983	0.187236043629615	0.626519128039692	-0.135623879655472	-0.135623879655472	-0.135623879655472
GTEX-14BMU-2026-SM-5S2W6	-1.60872511839889	-1.79266823432961	-1.05072259564684	-1.01204588941537	0.141252684417273	-0.715565163328331	-1.79266823432961	-1.79266823432961	-1.79266823432961
GTEX-14BMU-2126-SM-5S2TS	0.361188546970039	0.0294620323175557	-0.0915232876684041	-0.142577357662142	-0.143381380548735	-0.329292816116616	-0.142577357662142	-0.143381380548735	-0.329292816116616
GTEX-14BMU-2226-SM-5TDE9	-0.256048909267714	-0.105993130324297	-0.0988846758031851	-0.11033983662648	0.174267950835974	0.434990442711835	-0.256048909267714	-0.256048909267714	-0.256048909267714
GTEX-14BMU-2426-SM-5RQIJ	1.03669308483079	0.172859158617883	-0.129681861983361	-0.458732185969886	0.393958911425958	-0.285740708338377	-0.458732185969886	-0.129681861983361	-0.285740708338377
GTEX-14BMV-0005-SM-5NQ6Y	-0.0385117054162355	-0.546414790391683	0.165623199941627	-0.688542768192361	-0.917071835009455	-0.355715069252824	-0.688542768192361	-0.917071835009455	-0.917071835009455
GTEX-14BMV-0011-R3a-SM-5ZZU7	-1.74947434241232	-1.39560951138004	-0.487579458136057	-0.403657303764251	0.692041070987585	0.026847143511446	-1.74947434241232	-1.74947434241232	-1.74947434241232
GTEX-14BMV-0011-R5b-SM-62LFT	-1.39482760562301	-0.564372365765561	0.146542218910012	0.483319614165211	1.08772903911412	0.362967815007107	-1.39482760562301	-1.39482760562301	-1.39482760562301
GTEX-14BMV-0011-R6b-SM-5YY9I	-1.24831405748651	-0.6023482867828	0.935224640383559	1.34085978041533	2.2483369414345	0.289252896079446	-1.24831405748651	-1.24831405748651	-1.24831405748651
GTEX-14BMV-0011-R7b-SM-5YY9J	-1.68726672980927	-0.63725182226379	-0.538711172782769	-0.174491524225521	-0.284713866034438	-0.17341819262053	-1.68726672980927	-1.68726672980927	-1.68726672980927
GTEX-14BMV-0011-R9b-SM-5ZZUA	-0.918707493912892	0.918452481321285	1.45135997347301	0.248318784992308	0.97677133926406	0.807308670973193	-0.918707493912892	-0.918707493912892	-0.918707493912892
GTEX-14BMV-0126-SM-5S2PO	0.183716678971919	-0.00840991166485687	0.130547016373257	0.302684615458845	-0.267695425029865	0.32988865236039	-0.00840991166485687	-0.267695425029865	-0.267695425029865
GTEX-14BMV-0226-SM-5S2N2	0.631854234495288	0.592922167175877	-0.0505497106904674	0.189644982455978	-0.354247761646358	-0.318543434075324	-0.0505497106904674	-0.354247761646358	-0.354247761646358
GTEX-14BMV-0326-SM-5RQHW	-2.22490447086451	-2.36174899035244	-1.41916636279666	-2.23075641811	-0.581768845443701	-0.479143170929865	-2.36174899035244	-2.36174899035244	-2.36174899035244
GTEX-14BMV-0426-SM-5TDEF	0.567075000834714	0.801901134317608	1.85352379322964	0.632037461569995	-0.269249968127322	-0.194540014123179	0.567075000834714	-0.269249968127322	-0.269249968127322
GTEX-14BMV-0526-SM-5S2NE	0.438594253465498	0.19330324045546	-0.05368610749179	-0.114089546141902	-0.251383677184477	-0.439457255386695	-0.114089546141902	-0.251383677184477	-0.439457255386695
GTEX-14BMV-0626-SM-793AU	0.160503704932483	-0.0183574789025574	-0.372895435814083	-0.431378539329348	-0.594633747425534	-0.238601409523325	-0.431378539329348	-0.594633747425534	-0.594633747425534
GTEX-14BMV-0726-SM-73KVE	0.334397385897855	0.170996684678353	0.186879874627506	0.184605397015124	-0.105668046301621	-0.124994416251773	0.170996684678353	-0.105668046301621	-0.124994416251773
GTEX-14BMV-0826-SM-73KXU	0.455360516710344	-0.112330074024224	0.0530659704707756	0.035387943077207	-0.854046161943238	0.375203674008905	-0.112330074024224	-0.854046161943238	-0.854046161943238
GTEX-14BMV-0926-SM-7DHKM	-0.0341816950410375	-0.410196947614255	-0.657422527589304	-0.977046073658636	-1.04770549523943	-0.59043061092777	-0.977046073658636	-1.04770549523943	-1.04770549523943
GTEX-14BMV-1026-SM-5SI6B	-1.19562293378499	-1.52238295441362	-1.08909631988462	-1.31802646516333	-0.907471287203354	-0.495659113504189	-1.52238295441362	-1.52238295441362	-1.52238295441362
GTEX-14BMV-1226-SM-5TDDY	1.30000629631631	0.523780128890936	-0.344208273330319	0.0254064530303239	-0.919193888980151	-0.354591799757344	-0.344208273330319	-0.919193888980151	-0.919193888980151
GTEX-14BMV-1426-SM-5S2WA	-0.00556665497447988	-0.358141121079563	-0.267915153056067	-0.777728067082743	-1.01134550767943	-0.420427157856405	-0.777728067082743	-1.01134550767943	-1.01134550767943
GTEX-14BMV-1526-SM-793AV	0.237624525948003	-0.21395541485191	-0.118198716466949	-0.654194353702845	-0.625303193700871	-0.285429217033562	-0.654194353702845	-0.625303193700871	-0.625303193700871
GTEX-14BMV-1626-SM-73KVQ	0.363899587719808	0.1887722450654	-0.235457363863266	0.940341856486018	-0.598903577160308	-0.395697846418196	-0.235457363863266	-0.598903577160308	-0.598903577160308
GTEX-14BMV-2226-SM-5RQHX	0.212577224347652	0.264382802588354	0.295411362697255	-0.262962331911472	-0.220128404296009	0.239980730062178	-0.262962331911472	-0.220128404296009	-0.220128404296009
GTEX-14BMV-2326-SM-5RQJ4	0.180747832275693	0.0165742779847266	1.07633508607535	-0.0119533855685888	0.451671469372718	0.332284491972889	-0.0119533855685888	0.0165742779847266	0.0165742779847266
GTEX-14BMV-2426-SM-5S2PP	0.257823079171942	0.0617546413383968	0.00159600717947044	-0.156540602098875	0.0584535354130328	0.565240638024442	-0.156540602098875	0.00159600717947044	0.00159600717947044
