sample	sLeX_reachability
GTEX-131XF-0008-SM-664MH	-0.395015598204402
GTEX-131XF-0126-SM-5DUVF	-1.09495750669002
GTEX-131XF-0426-SM-5HL7U	-1.45956855725632
GTEX-131XF-0526-SM-5HL87	-0.575210077137426
GTEX-131XF-0626-SM-5GIDS	-0.849524850669504
GTEX-131XF-0726-SM-5GIE5	-0.501459637990387
GTEX-131XF-0826-SM-5GICG	-1.18379134848789
GTEX-131XF-1026-SM-5BC6A	-0.446729984817771
GTEX-131XF-1126-SM-5HL8J	-0.998690166578979
GTEX-131XF-1226-SM-5HL8V	-0.880881387172964
GTEX-131XF-1326-SM-5GCMQ	-1.4904380408289
GTEX-131XF-1426-SM-5BC68	-1.35719630415307
GTEX-131XF-1826-SM-5EGKG	-0.830125625986331
GTEX-131XF-2226-SM-5EQKG	-0.335141995923773
GTEX-131XF-2326-SM-5BC6B	-1.83242348710372
GTEX-131XF-2426-SM-5BC6C	-0.168125543904453
GTEX-131XF-2526-SM-5EQ68	-0.92419432974447
GTEX-131XF-2626-SM-5EQ6K	-1.09093928065077
GTEX-131XF-2826-SM-5EGKH	-0.249774813422866
GTEX-131XF-5001-SM-7DHLY	-1.5871394128022
GTEX-131XF-5007-SM-7PC34	-0.855166822076791
GTEX-131XF-5013-SM-7EWFI	-0.226520584266117
GTEX-131XF-5016-SM-7MGWE	-0.573876113216668
GTEX-131XG-0006-SM-5O9CE	-2.04647593512712
GTEX-131XG-0008-SM-5YY9O	-0.472238215046952
GTEX-131XG-0126-SM-5K7UJ	-0.540737027428887
GTEX-131XG-0226-SM-5IFG1	-0.438825197683804
GTEX-131XG-0326-SM-5L3DX	-1.38693545603761
GTEX-131XG-0426-SM-5IFGD	-0.428026714573571
GTEX-131XG-0526-SM-5DUWF	-1.28741298799373
GTEX-131XG-0626-SM-5GCMP	-1.44068866093098
GTEX-131XG-0826-SM-5LZVS	-0.435592617425579
GTEX-131XG-0926-SM-5LZW5	-0.252965604394145
GTEX-131XG-1026-SM-5GCMX	-0.711547908611995
GTEX-131XG-1126-SM-5DUWR	-0.54362090352862
GTEX-131XG-1226-SM-5EGH9	-0.634699175588086
GTEX-131XG-1326-SM-5DUX4	-0.412586993037744
GTEX-131XG-1426-SM-5GCMO	-2.43686850704073
GTEX-131XG-1526-SM-5GCNQ	-0.291980147936179
GTEX-131XG-1726-SM-5LZUR	-0.651842154951494
GTEX-131XG-1826-SM-5LZV4	-0.288571464819241
GTEX-131XG-1926-SM-5LZVG	-0.3380795647419
GTEX-131XG-2026-SM-5GCN5	-0.345317402541924
GTEX-131XG-2126-SM-5DUXG	-0.348626987309135
GTEX-131XG-2226-SM-5DUXS	-0.445144540178661
GTEX-131XG-2326-SM-5HL8F	-2.23213398839184
GTEX-131XG-2526-SM-5HL7F	-0.137920470792906
GTEX-131XG-2626-SM-5KM17	-0.704048639879914
GTEX-131XH-0006-SM-5O98V	-4.39698881291918
GTEX-131XH-0008-SM-5YYAC	-0.46522313708064
GTEX-131XH-0011-R10a-SM-5EGLJ	-0.388284882248607
GTEX-131XH-0011-R11a-SM-5EGLN	-0.741106976731074
GTEX-131XH-0011-R1a-SM-5DUWA	-0.548060625938568
GTEX-131XH-0011-R2b-SM-5DUVY	-1.24529851533994
GTEX-131XH-0011-R3b-SM-5DUWM	-0.491993164154727
GTEX-131XH-0011-R4b-SM-5DUWB	-1.10585069330388
GTEX-131XH-0011-R6a-SM-5KM2G	-1.30176609000659
GTEX-131XH-0011-R8a-SM-5EGLL	-0.468946112896956
GTEX-131XH-0126-SM-5LZUY	-0.730572100292168
GTEX-131XH-0226-SM-5LZVB	-2.64323196426945
GTEX-131XH-0426-SM-5DUWU	-0.592617972042725
GTEX-131XH-0526-SM-5DUX7	-0.393575827738668
GTEX-131XH-0626-SM-5LZWH	-1.76738122497532
GTEX-131XH-0826-SM-5GCN8	-0.590705674032816
GTEX-131XH-2226-SM-5DUXJ	-0.98327212784174
GTEX-131XH-2426-SM-5PNZ6	-1.0250287490501
GTEX-131XH-2526-SM-5GCND	-0.356588268704124
GTEX-131XH-2626-SM-5GCNP	-0.482879159299961
GTEX-131XH-2726-SM-5GCO2	-1.76966681843802
GTEX-131XH-2926-SM-5LZU4	-0.977044264288596
GTEX-131XW-0006-SM-5O9AO	-2.55308122406461
GTEX-131XW-0008-SM-664MJ	-0.751624153212576
GTEX-131XW-0011-R10a-SM-5DUVA	-2.43532167812163
GTEX-131XW-0011-R11a-SM-5DUV9	-2.81905147857658
GTEX-131XW-0011-R6b-SM-5K7XY	-2.73341632694659
GTEX-131XW-0011-R8a-SM-5DUWY	-2.77948164239773
GTEX-131XW-0011-R9a-SM-5N9EO	-1.55905465975449
GTEX-131XW-0126-SM-5LZWD	-0.300842141957591
GTEX-131XW-0226-SM-5IJCA	-0.97273733612164
GTEX-131XW-0326-SM-5KM1J	-2.12032966965213
GTEX-131XW-0426-SM-5LZWP	-0.885690754506619
GTEX-131XW-0526-SM-5PNXZ	-0.274356404421776
GTEX-131XW-0626-SM-5PNVD	-1.00162298371538
GTEX-131XW-0726-SM-5EGK3	-0.875445098340105
GTEX-131XW-1126-SM-5EGK4	-0.311134721763738
GTEX-131XW-2226-SM-5PNY1	-0.881484538328537
GTEX-131XW-3126-SM-5LZUC	-1.34607173407311
GTEX-131XW-3226-SM-5LZUO	-0.5344162126777
GTEX-131YS-0005-SM-5NQAS	-3.11465251619452
GTEX-131YS-0008-SM-5YY9Z	-0.381140619134547
GTEX-131YS-0011-R10b-SM-5EQ5N	-0.735448787612483
GTEX-131YS-0011-R11b-SM-5EGLM	-0.439417646471483
GTEX-131YS-0011-R1a-SM-5DUXC	-1.75140514155932
GTEX-131YS-0011-R3b-SM-5DUXB	-1.00771861794985
GTEX-131YS-0011-R4a-SM-5DUVL	-1.20283862816824
GTEX-131YS-0011-R5b-SM-5K7YB	-1.04296229463628
GTEX-131YS-0011-R7a-SM-5IJDA	-1.03118948708619
GTEX-131YS-0011-R9b-SM-5EQLY	-0.937698538359707
GTEX-131YS-0126-SM-5KM1M	-1.27964841682058
GTEX-131YS-0226-SM-5IJEH	-0.304539880244999
GTEX-131YS-0326-SM-5PNYW	-0.346555686610028
GTEX-131YS-0426-SM-5EQ4J	-0.755470642620327
GTEX-131YS-0526-SM-5EGKJ	-2.0408423852908
GTEX-131YS-0626-SM-5EGKL	-0.5880014676358
GTEX-131YS-0726-SM-5P9G9	-1.03583888620103
GTEX-131YS-0826-SM-5PNYV	-1.74535586296036
GTEX-131YS-0926-SM-5IJB9	-0.427554465909974
GTEX-131YS-1126-SM-5N9FQ	-0.298498851046422
GTEX-131YS-1226-SM-5K7VE	-0.582033158861119
GTEX-131YS-1426-SM-5IJF7	-0.75651202374694
GTEX-131YS-1626-SM-5HL6C	-1.45690493585478
GTEX-131YS-1726-SM-5HL7G	-0.446488037292225
GTEX-131YS-2026-SM-5P9J8	-1.15781231617036
GTEX-131YS-2226-SM-5P9G8	-0.645255051751394
GTEX-131YS-2326-SM-5IJFJ	-0.429522566442147
GTEX-131YS-2426-SM-5J2OD	0.0277797521798404
GTEX-131YS-2826-SM-5EQ47	-0.360335338466196
GTEX-131YS-2926-SM-5EGKI	-0.462020563265415
GTEX-131YS-3026-SM-5EGHY	-0.756303786024736
GTEX-131YS-3126-SM-5KLYT	-1.04585061006136
GTEX-131YS-3226-SM-5IFGV	-0.772949963987228
GTEX-132AR-0006-SM-5NQ7N	-1.37689940884551
GTEX-132AR-0008-SM-62LDH	-0.465310430452002
GTEX-132AR-0226-SM-5IJBE	-0.451464658168989
GTEX-132AR-0326-SM-5KM2C	-0.631944646701579
GTEX-132AR-0426-SM-5IFH8	-1.25533954970403
GTEX-132AR-0526-SM-5J2MJ	-0.36776743724653
GTEX-132AR-0726-SM-5EQ6J	-0.472238215046952
GTEX-132AR-0826-SM-5EGK6	-0.65565715225168
GTEX-132AR-1026-SM-5PNVL	-1.08274091750029
GTEX-132AR-1126-SM-5P9GA	-0.453916053793075
GTEX-132AR-1326-SM-5K7YC	-0.46483065373067
GTEX-132AR-1426-SM-5IFF1	-0.394200787730203
GTEX-132AR-1526-SM-5KM1L	-0.32770770789281
GTEX-132AR-1726-SM-5EGHQ	-0.405296093656029
GTEX-132AR-1826-SM-5EGHR	-2.06748766772233
GTEX-132AR-1926-SM-5EGK5	-0.93081833997037
GTEX-132AR-2026-SM-5IJG4	-1.42724330241857
GTEX-132AR-2126-SM-5K7XG	-0.399702675259454
GTEX-132AR-2226-SM-5J2NT	-0.888421166898199
GTEX-132AR-2326-SM-5IJDY	-0.578584226953395
GTEX-132AR-2426-SM-5IFFD	0.00837734904235246
GTEX-132AR-2526-SM-5PNVM	-0.484299517032124
GTEX-132AR-2726-SM-5PNVN	-1.31662831016178
GTEX-132AR-2826-SM-5IJFV	-0.371937978054847
GTEX-132NY-0005-SM-5O9AC	-3.11243566848446
GTEX-132NY-0008-SM-62LFX	-0.595281745892663
GTEX-132NY-0326-SM-5IJBL	-1.26905644079416
GTEX-132NY-0526-SM-5EQ4V	-0.332433922876897
GTEX-132NY-0626-SM-5L3D9	-0.472238215046952
GTEX-132NY-0726-SM-5KLZM	-1.71020229421509
GTEX-132NY-0826-SM-5K7Y7	-0.199076275706448
GTEX-132NY-0926-SM-5P9G3	-0.977071206085669
GTEX-132NY-1026-SM-5P9IY	-0.464101661810246
GTEX-132NY-1126-SM-5PNVE	-0.463526331547183
GTEX-132NY-1226-SM-5PNVF	-0.53209535490266
GTEX-132NY-1426-SM-5J1MJ	-0.624055323632874
GTEX-132NY-1726-SM-5EGKK	-1.61320030895228
GTEX-132NY-2026-SM-5L3FM	-0.426397944508864
GTEX-132NY-2226-SM-5J2LZ	-0.501520497627805
GTEX-132NY-2726-SM-5PNY2	-0.312823205966229
GTEX-132NY-2826-SM-5P9G2	-1.65225967329501
GTEX-132Q8-0006-SM-5NQA4	-4.08703333860403
GTEX-132Q8-0008-SM-5ZZUC	-0.647167283501664
GTEX-132Q8-0011-R10b-SM-5DUWZ	-0.951733169810853
GTEX-132Q8-0011-R11b-SM-5DUW9	-1.50846002447122
GTEX-132Q8-0011-R1a-SM-5EGLK	-1.85622572429243
GTEX-132Q8-0011-R2b-SM-5EQ5Z	-1.45875275205861
GTEX-132Q8-0011-R5a-SM-5IJDM	-1.03586625031762
GTEX-132Q8-0011-R6a-SM-5K7YN	-1.1148685997868
GTEX-132Q8-0011-R7b-SM-5N9F1	-1.48912696423586
GTEX-132Q8-0011-R8b-SM-5DUWX	-1.71481055956079
GTEX-132Q8-0526-SM-5IJBQ	-1.10900913401725
GTEX-132Q8-0626-SM-5L3F3	-1.90494427635296
GTEX-132Q8-1126-SM-5K7XS	-1.45509030352691
GTEX-132Q8-1426-SM-5EGK7	-0.415123228718662
GTEX-132Q8-1726-SM-5EGK8	-0.413620374153606
GTEX-132Q8-1826-SM-5EGIY	-0.888499702185339
GTEX-132Q8-2926-SM-5IFFP	-1.22648854387303
GTEX-132Q8-3026-SM-5PNVG	-0.954996111815138
GTEX-132QS-0001-SM-62LDA	-1.64031844305155
GTEX-132QS-0005-SM-5LZXK	-1.95424841990291
GTEX-132QS-0008-SM-5ZZUB	-0.389502662997409
GTEX-132QS-0126-SM-5IFH9	-0.97022491953045
GTEX-132QS-0226-SM-5IFFZ	-0.452642976139549
GTEX-132QS-0326-SM-5IJFN	-0.484575389808541
GTEX-132QS-0426-SM-5KLZ6	-1.93608616777083
GTEX-132QS-0526-SM-5IJC7	-1.56664284939205
GTEX-132QS-0626-SM-62LFM	-0.29537276680377
GTEX-132QS-0726-SM-5IJE9	-0.296509451295852
GTEX-132QS-0826-SM-5K7WV	-0.8830329762502
GTEX-132QS-0926-SM-5P9GB	-1.09317929503662
GTEX-132QS-1126-SM-5P9GC	-0.586968990779142
GTEX-132QS-1226-SM-5P9GD	-0.696313993348678
GTEX-132QS-1426-SM-5P9GE	-1.2007053531397
GTEX-132QS-1526-SM-5J2MV	-0.623002116746281
GTEX-132QS-1626-SM-5K7YZ	-0.957857374943085
GTEX-132QS-1826-SM-5IFFN	-1.08228967674513
GTEX-132QS-2426-SM-62LFI	-0.456191959318018
GTEX-132QS-2526-SM-62LFJ	-0.491875709307671
GTEX-1339X-0005-SM-5O9CQ	-2.73069185682909
GTEX-1339X-0008-SM-5ZZUL	-0.701688077030832
GTEX-1339X-0326-SM-5K7Z8	-1.38657454493217
GTEX-1339X-0426-SM-5KLZY	-1.70791429938796
GTEX-1339X-0526-SM-5KLYW	-0.451513939255477
GTEX-1339X-0626-SM-5IJER	-0.670162015903561
GTEX-1339X-0726-SM-5L3FF	-0.85000682767294
GTEX-1339X-0826-SM-5J2O6	-0.88127876794521
GTEX-1339X-1026-SM-5IFH5	-1.78786314267992
GTEX-1339X-1126-SM-5J2OI	-0.113104344079056
GTEX-1339X-1426-SM-5K7YO	-0.369052324191173
GTEX-1339X-1626-SM-5IJDN	-0.184338056059866
GTEX-1339X-1726-SM-5P9J9	-0.755470642620327
GTEX-1339X-1926-SM-5PNVP	-0.652157961932637
GTEX-1339X-2326-SM-5HL5B	0.235042271851592
GTEX-1339X-2426-SM-5KLYU	-2.08891894308517
GTEX-1339X-2626-SM-5K7YX	-0.472238215046952
GTEX-1339X-2726-SM-5PNYU	-0.469446041181987
GTEX-133LE-0008-SM-62LDD	-0.657132832892812
GTEX-133LE-0226-SM-5PNY3	-0.801517201263681
GTEX-133LE-0326-SM-5P9G4	-0.439559430420088
GTEX-133LE-0526-SM-5N9EJ	-0.292625255286625
GTEX-133LE-0626-SM-5IFFJ	-0.518256342427496
GTEX-133LE-0726-SM-5P9IZ	-0.838018981138698
GTEX-133LE-0926-SM-5P9J1	-0.870069815065205
GTEX-133LE-1226-SM-5IFGC	-0.381874917292321
GTEX-133LE-1326-SM-5IFGO	-0.455194934284487
GTEX-133LE-1426-SM-5IFH1	-1.62416195558576
GTEX-133LE-1526-SM-5IFEN	-0.575929308139195
GTEX-133LE-1726-SM-5K7VQ	-0.0859546895809338
GTEX-133LE-1826-SM-5J1MV	-1.0723051846952
GTEX-133LE-1926-SM-5N9FV	-0.453864343526334
GTEX-133LE-2026-SM-5K7WM	-1.72577758633449
GTEX-133LE-2126-SM-5IJBX	-0.419237350064217
GTEX-133LE-2226-SM-5IFGU	-1.02414852321408
GTEX-133LE-2326-SM-5K7W3	-0.814871182572448
GTEX-1399Q-0008-SM-62LDE	-0.49006539897828
GTEX-1399Q-1126-SM-5P9JA	-0.425785660243388
GTEX-1399Q-2326-SM-5KM2X	-1.62121791402982
GTEX-1399Q-2426-SM-5J2MO	-1.42944118374869
GTEX-1399Q-2826-SM-5IJEZ	-0.653023007513836
GTEX-1399R-0002-SM-62LD9	-1.06238437884205
GTEX-1399R-0006-SM-5N9FR	-2.5714228088231
GTEX-1399R-0008-SM-5ZZUF	-0.352213755159234
GTEX-1399R-0126-SM-5IFEV	-0.339148224040166
GTEX-1399R-0226-SM-5IJGG	-1.28811447591821
GTEX-1399R-0326-SM-5KM1X	-0.76657210647189
GTEX-1399R-0426-SM-5IJE3	-2.07837577775095
GTEX-1399R-0526-SM-5IJEF	-0.354554726497379
GTEX-1399R-0626-SM-5K7UZ	-0.506503961866898
GTEX-1399R-0726-SM-5KM2A	-0.757459021039775
GTEX-1399R-0826-SM-5IJEL	-0.715255850997434
GTEX-1399R-0926-SM-5J2N8	-0.645722353121301
GTEX-1399R-1126-SM-5IFIO	-1.50147611071725
GTEX-1399R-1226-SM-5P9GF	-0.966413864742001
GTEX-1399R-1326-SM-5PNYS	-0.696710333872408
GTEX-1399R-1626-SM-5P9GG	-0.632110424580966
GTEX-1399R-1726-SM-5K7YJ	-1.68888621332899
GTEX-1399R-1826-SM-5J2M9	-0.445311038283566
GTEX-1399R-1926-SM-5K7X8	-1.90605468990206
GTEX-1399R-2026-SM-5K7WN	-1.49670257954877
GTEX-1399R-2126-SM-5K7WZ	-0.61280884216965
GTEX-1399R-2226-SM-5P9JB	-1.06012504945156
GTEX-1399R-2326-SM-5PNYT	-0.871937489609593
GTEX-1399R-2426-SM-5IJFC	-0.442447059708246
GTEX-1399R-2526-SM-5IFG2	-1.49894381324804
GTEX-1399R-2626-SM-5KLZ7	-0.471879141622888
GTEX-1399R-2726-SM-5IJBA	-1.17339693989867
GTEX-1399S-0006-SM-5NQ7U	-1.74927924688549
GTEX-1399S-0008-SM-62LDF	-0.451547829493732
GTEX-1399S-0126-SM-5IJCF	-1.7327438287126
GTEX-1399S-0226-SM-5IFFG	-0.659671232249049
GTEX-1399S-0326-SM-5IFFS	-1.99197710482965
GTEX-1399S-0426-SM-5IFG5	-0.605403336299092
GTEX-1399S-0526-SM-5IJG8	-0.549190622005056
GTEX-1399S-0826-SM-5KM23	-1.31685110433314
GTEX-1399S-0926-SM-5PNVQ	-0.459286118448545
GTEX-1399S-1026-SM-5KLZ9	-1.968022165055
GTEX-1399S-1326-SM-5P9GH	-1.29015326606428
GTEX-1399S-1426-SM-5PNYQ	-0.77304371207544
GTEX-1399S-1526-SM-5P9JC	-0.695329565336714
GTEX-1399S-1626-SM-5P9GI	-1.03084353004178
GTEX-1399S-1726-SM-5L3DI	-0.098984183359016
GTEX-1399S-1926-SM-5J2M5	-0.430042193320286
GTEX-1399S-2026-SM-5KM4B	-1.50090436847923
GTEX-1399S-2126-SM-5J2MH	-0.658157701032515
GTEX-1399S-2226-SM-5IFEW	-0.467555142711537
GTEX-1399S-2326-SM-5K7YV	-0.327195337571107
GTEX-1399S-2426-SM-5K7U3	-0.152321758627356
GTEX-1399S-2626-SM-5L3DU	-0.892898776760352
GTEX-1399S-2726-SM-5KM22	-1.6788498616881
GTEX-1399T-0008-SM-62LDB	-0.472238215046952
GTEX-1399T-0011-R11a-SM-5J2O1	-0.515430857688927
GTEX-1399T-0011-R1b-SM-5DUWN	-1.82791211837045
GTEX-1399T-0011-R2b-SM-5DUXM	-1.10304292344213
GTEX-1399T-0011-R4b-SM-5DUVX	-2.33376769594286
GTEX-1399T-0011-R5b-SM-5IJDK	-1.17614817232345
GTEX-1399T-0011-R6b-SM-5K7YL	-1.22674688785621
GTEX-1399T-0011-R8b-SM-5IJD8	-1.01562682100084
GTEX-1399T-0126-SM-5KM15	-0.861841317615535
GTEX-1399T-0426-SM-5PNVJ	-3.85140217089636
GTEX-1399T-0526-SM-5J1NC	-0.679344815835731
GTEX-1399T-0726-SM-5J1MH	-0.973388112210062
GTEX-1399T-0826-SM-5IFES	-0.971576475155898
GTEX-1399T-1226-SM-5P9J5	-0.289049096965823
GTEX-1399T-1326-SM-5PNVH	-0.457970139169464
GTEX-1399T-1426-SM-664M8	-1.27939235647285
GTEX-1399T-1526-SM-5P9J6	-0.75805529153171
GTEX-1399T-2426-SM-5L3FJ	-2.35863998826435
GTEX-1399T-2626-SM-5L3E4	-0.652530749606915
GTEX-1399T-2726-SM-5K7XK	-0.43674805538519
GTEX-1399T-2826-SM-5KLYZ	-1.45230585798889
GTEX-1399T-2926-SM-5IFF8	-0.565294053845684
GTEX-1399T-3026-SM-5KLZC	-1.03858449527895
GTEX-1399T-3126-SM-5IJFS	-0.807544579774728
GTEX-1399U-0005-SM-5NQ8K	-2.09093716884405
GTEX-1399U-0008-SM-5S2VE	-0.468405257332596
GTEX-1399U-0226-SM-5P9J2	-0.831269098029713
GTEX-1399U-0326-SM-5P9G5	-0.545460059895906
GTEX-1399U-0426-SM-5K7UU	-0.673886363644792
GTEX-1399U-0526-SM-5K7YM	-2.34702331981528
GTEX-1399U-0626-SM-5J1NZ	-0.469067218752451
GTEX-1399U-0726-SM-5KM1D	-1.66348243107889
GTEX-1399U-0826-SM-5KM1P	-0.530035184153736
GTEX-1399U-0926-SM-5IFHA	-1.33842096463595
GTEX-1399U-1026-SM-5J1OC	-0.811323803462115
GTEX-1399U-1126-SM-5L3DB	-1.22713906704376
GTEX-1399U-1226-SM-5K7XT	-0.960110922792512
GTEX-1399U-1326-SM-5IJET	-0.401145001756744
GTEX-1399U-1426-SM-5J1N8	-0.931425985540156
GTEX-1399U-1526-SM-5J2N7	-0.488280578390111
GTEX-1399U-1626-SM-5P9J3	-1.04803957427578
GTEX-1399U-1726-SM-5P9J4	-0.509248726559327
GTEX-1399U-1826-SM-5PNZ1	-0.276244621078302
GTEX-1399U-1926-SM-5IFH7	-0.586587816477621
GTEX-1399U-2026-SM-9WPNN	-1.51873761959705
GTEX-1399U-2126-SM-5IFEZ	-1.03885614398841
GTEX-1399U-2226-SM-5KLZI	-1.09573053564535
GTEX-1399U-2326-SM-5K7WY	-1.93121294666341
GTEX-1399U-2426-SM-5K7XB	-0.658414042468803
GTEX-1399U-2526-SM-5L3DL	-2.04533429887855
GTEX-1399U-2626-SM-9YFKU	-0.43545857668322
GTEX-1399U-2726-SM-9YFKV	-1.07237109609224
GTEX-139D8-0006-SM-5LZX8	-2.3269287576172
GTEX-139D8-0008-SM-5ZZUH	-0.472238215046952
GTEX-139D8-0226-SM-5KLZO	-0.492470605159009
GTEX-139D8-0326-SM-5IJCJ	-0.391760175961729
GTEX-139D8-0726-SM-5P9GJ	-0.936046387238167
GTEX-139D8-1126-SM-5LU8W	-1.15375099547467
GTEX-139D8-1226-SM-5L3ED	-0.460002740204181
GTEX-139D8-1426-SM-5IJEX	-0.358136012056296
GTEX-139D8-1626-SM-5IJFZ	-0.435255291780449
GTEX-139D8-2326-SM-5IFGE	-0.4046937196664
GTEX-139D8-2426-SM-5KM3A	-0.492919042550785
GTEX-139D8-2526-SM-5N9G3	-0.439601867247826
GTEX-139D8-2926-SM-5IJBM	-0.406074184729547
GTEX-139T4-0008-SM-5S2WF	-0.589079168630092
GTEX-139T4-0011-R9b-SM-5HL6S	-1.30124528273015
GTEX-139T4-0126-SM-5HL5G	-0.417135183548782
GTEX-139T4-0226-SM-5HL5S	-0.534024694416984
GTEX-139T4-0326-SM-5K7XN	-1.27734002239667
GTEX-139T4-0426-SM-5J1OQ	-0.332810746209357
GTEX-139T4-0826-SM-5N9GF	-0.891527882874444
GTEX-139T6-0006-SM-5LU92	-1.69012751767903
GTEX-139T6-0226-SM-5IFGZ	-0.466377256536238
GTEX-139T6-0326-SM-5J2LY	-0.601683463111383
GTEX-139T6-0426-SM-5IJEM	-0.18788108560412
GTEX-139T6-0526-SM-5IJC9	-1.33636895777539
GTEX-139T6-0626-SM-5IFF9	-0.885466373193907
GTEX-139T6-0726-SM-5PNVK	-1.0374058610508
GTEX-139T6-0826-SM-5J1O2	-1.01471189755153
GTEX-139T6-1026-SM-5IJGC	-1.23595208526793
GTEX-139T6-1226-SM-5IFFC	-0.906078698829592
GTEX-139T6-1326-SM-5IFFO	-0.835273640471705
GTEX-139T6-1426-SM-5P9J7	-0.920124332343264
GTEX-139T6-1526-SM-5P9G6	-1.01270888076979
GTEX-139T6-1626-SM-5PNYZ	-0.455275003135015
GTEX-139T6-1726-SM-5PNZ3	-0.371509983973265
GTEX-139T6-1826-SM-5KM2E	-0.806957214114237
GTEX-139T6-2026-SM-5IFFL	-2.11341968606769
GTEX-139T6-2126-SM-5KM37	-0.548149488496985
GTEX-139T8-0006-SM-5NQ6V	-2.36545288490617
GTEX-139T8-0008-SM-5ZZUD	-0.352290812565328
GTEX-139T8-0011-R1a-SM-5HL75	-2.67243168750018
GTEX-139T8-0011-R3b-SM-5HL4R	-2.13297861980849
GTEX-139T8-0011-R4a-SM-5HL54	-1.89607167090549
GTEX-139T8-0011-R5b-SM-5J1MO	-2.08189516225575
GTEX-139T8-0126-SM-5K7XZ	-0.442643905170245
GTEX-139T8-0226-SM-5L3EA	-0.45230873003929
GTEX-139T8-0326-SM-5IJCM	-0.339805831312777
GTEX-139T8-0426-SM-5K7VC	-0.740926776617319
GTEX-139T8-0526-SM-5KLZL	-1.26423069448664
GTEX-139T8-0626-SM-5KLZX	-0.77259789041674
GTEX-139T8-0826-SM-5L3DE	-0.0990439987865024
GTEX-139T8-1026-SM-5J2MC	-1.26745329886774
GTEX-139TS-0005-SM-5NQC1	-3.15028130373069
GTEX-139TS-0008-SM-62LDG	-0.491249194607775
GTEX-139TS-0011-R10a-SM-5K7TU	-1.80258111636687
GTEX-139TS-0011-R2b-SM-5J1MX	-2.12121678129996
GTEX-139TS-0011-R5b-SM-5J2MZ	-2.15020831351604
GTEX-139TS-0011-R6a-SM-5J2OB	-2.96242869084349
GTEX-139TS-0011-R7a-SM-5K7X7	-3.1009762246945
GTEX-139TS-0011-R8a-SM-5J1NP	-3.04327694934373
GTEX-139TS-0126-SM-5K7XJ	-0.465976790097182
GTEX-139TS-0226-SM-5K7W5	-0.580762684817145
GTEX-139TS-1426-SM-5IFJD	-1.20461017059397
GTEX-139TS-1726-SM-5IJG5	-0.819483102393218
GTEX-139TS-1926-SM-5IJFO	-1.00148875474494
GTEX-139TS-2126-SM-5K7XC	-0.791419637977599
GTEX-139TS-2226-SM-5J2N1	-0.554994733709994
GTEX-139TS-2626-SM-5J1MT	-2.13849449518635
GTEX-139TS-2826-SM-5J1OO	-1.40807730212684
GTEX-139TS-2926-SM-5KM1Z	-1.10777912503926
GTEX-139TS-3126-SM-5LZWX	-1.17721648540016
GTEX-139TT-0006-SM-5O9CG	-3.82505506486434
GTEX-139TT-0011-R11b-SM-5LZV1	-0.690417799330666
GTEX-139TT-0011-R1a-SM-5LZVD	-1.41068567048954
GTEX-139TT-0011-R3b-SM-5K7VL	-1.26901087570258
GTEX-139TT-0011-R5b-SM-5K7W8	-1.34018075852571
GTEX-139TT-0011-R6b-SM-5J2ON	-1.3413875159616
GTEX-139TT-0011-R7b-SM-5J2MN	-0.982181039237698
GTEX-139TT-0126-SM-5K7Y5	-0.460857090699534
GTEX-139TT-0226-SM-5K7YH	-0.480709514463301
GTEX-139TT-0326-SM-5IJC3	-0.365511751874572
GTEX-139TT-0426-SM-5IJFA	-2.10518586223195
GTEX-139TT-0526-SM-5J1NN	-0.787307612226905
GTEX-139TT-0726-SM-5K7XW	-0.454210783533923
GTEX-139TT-2126-SM-5LZWC	-0.906254344793637
GTEX-139TT-2226-SM-5LZWO	-0.62473023115415
GTEX-139TT-2626-SM-5LZUB	-0.460673115252839
GTEX-139TT-2726-SM-5IJFM	-1.06987503812637
GTEX-139TU-0006-SM-5LZVN	-1.48082858037314
GTEX-139TU-0008-SM-5ZZUK	-0.508399110137885
GTEX-139TU-0011-R5b-SM-5L3E1	-2.40599876365056
GTEX-139TU-0126-SM-5K7WH	-0.372945630437779
GTEX-139TU-0226-SM-5J1NM	0.032269126407877
GTEX-139TU-0326-SM-62LFK	-0.0751299197871931
GTEX-139TU-0526-SM-5J2M8	-1.89194084044705
GTEX-139TU-0626-SM-5KM3X	0.00818574150089177
GTEX-139TU-0726-SM-5L3EK	-1.04494095266924
GTEX-139TU-0826-SM-5IJFG	-1.14571219951278
GTEX-139TU-1126-SM-5J1NY	-0.331486301386001
GTEX-139TU-1226-SM-5J2NL	-0.776383732031699
GTEX-139TU-1326-SM-5LZXW	-0.689892314116248
GTEX-139TU-1426-SM-5LZY9	0.069104292862366
GTEX-139TU-1926-SM-5J2OC	-0.694092359199404
GTEX-139UW-0005-SM-5NQ8U	-2.59037784310813
GTEX-139UW-0011-R11a-SM-5IJGN	-2.66120601817831
GTEX-139UW-0011-R9b-SM-5LZYT	-1.67282868444768
GTEX-139UW-0126-SM-5KM1B	-0.883801014117967
GTEX-139UW-0226-SM-5K7WU	-0.77304371207544
GTEX-139UW-0326-SM-5J1ML	-1.59465802548164
GTEX-139UW-0426-SM-5K7V4	-0.437196666622772
GTEX-139UW-1126-SM-5IJEJ	-0.614288314440104
GTEX-139UW-2326-SM-5KM1Y	-1.00001790701348
GTEX-139UW-2526-SM-62LFO	-1.04185473352433
